Id,SalePrice
1664,452861.1310348082
1665,309579.8940318957
1666,330709.5119527442
1667,379600.8863727602
1668,327830.8808402433
1669,289558.6518320727
1670,348275.4157330057
1671,252679.99403915845
1672,453988.77089984546
1673,296880.3575921533
1674,252025.11206420034
1675,188034.8295061472
1676,193326.49817328053
1677,219371.9727634929
1678,465503.0946461488
1679,402241.328143141
1680,337729.687982183
1681,268148.124819692
1682,301963.21468855103
1683,181787.53104044244
1684,168092.8648466274
1685,173276.1043716958
1686,165704.24053028703
1687,165156.84803551366
1688,188895.2646360781
1689,192830.43040203035
1690,192775.83783796275
1691,182365.9125098333
1692,274527.6814582582
1693,165603.25783167503
1694,183935.14603332744
1695,164383.90882074815
1696,271973.58129765757
1697,167875.07210452246
1698,359552.7164898808
1699,323199.5213627056
1700,245169.68181295748
1701,256905.95137562102
1702,246297.87046414847
1703,252437.8804700204
1704,283780.2483955429
1705,232496.11744001432
1706,448307.72364552936
1707,227411.72415015404
1708,220418.5243772733
1709,274783.69352262793
1710,223235.6976449977
1711,264254.5848320375
1712,259467.5367483731
1713,266049.61031367484
1714,222791.7711908375
1715,213293.71841774843
1716,189203.1011162548
1717,172102.90551486454
1718,131276.39719938737
1719,196416.85739348325
1720,251510.95075485873
1721,167900.35150949334
1722,120320.50881231556
1723,154850.3577737193
1724,225734.52401520064
1725,244158.3407322858
1726,189220.20570633598
1727,156026.99210340736
1728,171534.87069963996
1729,165964.59658673112
1730,161843.88442971715
1731,117695.45356566948
1732,131836.7375558651
1733,119653.81807874946
1734,104175.69417618954
1735,126491.04273770563
1736,115921.70673210657
1737,330075.051670524
1738,225757.10101675923
1739,276205.96780777076
1740,204338.28096874504
1741,198041.0273564235
1742,172752.47788493877
1743,173222.83843906113
1744,308144.29500007053
1745,221738.6058410835
1746,211113.7746055774
1747,219109.21512420307
1748,225708.0436027792
1749,156271.3457325149
1750,129803.38253163037
1751,240829.4612827369
1752,119444.00843051217
1753,147066.29181159844
1754,191914.198688522
1755,168683.3718930228
1756,130246.80093286998
1757,121389.88871335678
1758,142455.62666124987
1759,158858.74785896298
1760,167360.1861799137
1761,147482.2396476224
1762,180233.03232649094
1763,168599.0412094023
1764,117280.66359502141
1765,168994.92406965676
1766,169969.9834118603
1767,213464.80150744325
1768,146076.5840252632
1769,177364.42210942987
1770,150626.6709925267
1771,131061.6143761329
1772,132733.5461127904
1773,130138.73197380462
1774,129788.43540264099
1775,144209.9229734929
1776,122632.47853379659
1777,117272.6405171149
1778,141581.99295393273
1779,118990.77004046063
1780,170496.53342990513
1781,129450.63684943014
1782,95964.22000468077
1783,142374.578499569
1784,109911.31686481222
1785,125185.71689246836
1786,152565.04035347883
1787,161305.29317605542
1788,56619.11566230883
1789,103786.88414495476
1790,87609.00252833194
1791,193701.70747295488
1792,159306.2950132781
1793,131411.94535501406
1794,151543.66999431042
1795,134902.57056389167
1796,131767.2429999811
1797,120602.32309884977
1798,125982.619280979
1799,117419.74027893213
1800,135656.86095925397
1801,129706.75065943398
1802,126603.46382890617
1803,143219.42685593682
1804,144291.380367929
1805,138512.9017057768
1806,119341.23983505784
1807,129923.08549225709
1808,126218.41994265773
1809,118519.60321827652
1810,147137.7713538515
1811,93652.71379145156
1812,95779.48504186956
1813,124221.85345389294
1814,100329.34766472186
1815,53841.20933264124
1816,99451.92941110395
1817,112006.80618980018
1818,149347.5498796793
1819,123425.02251118398
1820,46610.0215664439
1821,117315.99702189068
1822,150931.158803927
1823,36509.064601655264
1824,137147.44887727813
1825,139812.43419517778
1826,108044.18161436109
1827,99450.55349843115
1828,134990.4551668055
1829,112618.92236452714
1830,143696.3414392583
1831,150755.27463865545
1832,84693.32327523995
1833,144373.92986912397
1834,124571.41832996422
1835,134056.0310972595
1836,127789.36921506358
1837,91907.94701527386
1838,122892.60225710104
1839,98919.08600513708
1840,175303.07958021553
1841,147303.40131863084
1842,83842.69430339758
1843,136763.42737154017
1844,143588.78124944656
1845,144694.93200402203
1846,151294.27092351537
1847,172596.7092550226
1848,50316.15087312242
1849,109073.51856148502
1850,117039.35137995244
1851,155127.96801732128
1852,124948.74153663033
1853,132116.27873509214
1854,169287.46276731102
1855,150408.41565160407
1856,217008.34348959394
1857,162962.9326835013
1858,138756.4286081891
1859,119413.77671986823
1860,155196.163297835
1861,117641.60526861832
1862,302360.08708784403
1863,284242.1474621349
1864,284388.3821367084
1865,349069.7404619247
1866,346853.17288964766
1867,231834.23078098372
1868,298749.1630638308
1869,201856.14848293082
1870,231370.1871163228
1871,264101.4673522704
1872,167469.8643681704
1873,232605.39494653651
1874,142681.4660968905
1875,194738.22977591644
1876,198936.7067729199
1877,218540.94882109272
1878,196864.023147968
1879,137979.6180151812
1880,133479.08289541863
1881,249941.19958030226
1882,243246.4115731113
1883,191980.95509961282
1884,205405.45040521104
1885,251490.1049743464
1886,297734.1262131006
1887,211748.53755055048
1888,277341.6727738152
1889,156629.95770978206
1890,127421.51973211436
1891,142122.79987557785
1892,100380.69984882014
1893,132806.34577640137
1894,126301.87092150097
1895,135784.18798692152
1896,124170.55585965545
1897,121034.26121686908
1898,113367.5924304361
1899,160443.52489697532
1900,154742.7066329553
1901,172871.36902837563
1902,145956.41289741863
1903,220838.55907189177
1904,147571.23737018698
1905,197113.8753750788
1906,162892.82284015385
1907,208285.29963468015
1908,109778.07080370968
1909,135914.6480985293
1910,119539.11425126837
1911,217061.61055427472
1912,301858.4790588222
1913,144268.7536885695
1914,55231.053737426846
1915,341989.4449979083
1916,67983.02287674574
1917,260134.012483445
1918,144142.76893399644
1919,172614.9306167676
1920,145928.75573176495
1921,429464.02548953646
1922,335724.3471540752
1923,219761.95543086343
1924,217720.72243954652
1925,193508.45959974988
1926,392141.6296173877
1927,132697.16070949813
1928,154695.9591406325
1929,128311.9399712119
1930,135986.24231751836
1931,145890.15716811118
1932,137424.0642357268
1933,185781.97436117366
1934,178778.22980830123
1935,172684.79228358547
1936,188260.25516141157
1937,185664.933913155
1938,173222.0408223914
1939,258331.05187861744
1940,181511.81096957772
1941,171177.55771668287
1942,186865.47757828087
1943,203902.42823561348
1944,374498.63513791317
1945,403171.3574227976
1946,146041.22526748036
1947,345068.1487727015
1948,170426.14745674442
1949,235044.50860509276
1950,183917.55345213614
1951,258231.81909530898
1952,210275.6762290032
1953,170162.56749299425
1954,188025.7586376408
1955,133603.39764809277
1956,280553.9278753282
1957,157104.99909673087
1958,314705.55066308344
1959,141328.35544401142
1960,119304.94839310172
1961,124724.94488503013
1962,96844.289555984
1963,107862.71923366637
1964,112213.28999831935
1965,143335.53693293856
1966,142311.4708307676
1967,296430.1164022564
1968,450902.56596431066
1969,409522.21070597816
1970,460639.5747040086
1971,438597.2753546628
1972,382075.3731390558
1973,268101.6967257836
1974,322292.72603457543
1975,483684.1512344943
1976,271671.6721918496
1977,386873.79968610604
1978,381521.4040325979
1979,333069.5044242928
1980,195082.69068597266
1981,338897.72129833186
1982,226166.5552777626
1983,213339.08353307296
1984,163133.1983139188
1985,231880.77589321195
1986,218349.03293885547
1987,176654.65685022756
1988,175096.07917389076
1989,191436.8601831262
1990,216140.31964317342
1991,246920.1039667285
1992,218773.78369727012
1993,167413.67548793013
1994,234488.9233739521
1995,182554.31708381075
1996,252740.21146214585
1997,325643.0140771334
1998,350272.98268776014
1999,262006.78258348128
2000,299382.7084264972
2001,262071.90847955717
2002,252862.66023807478
2003,263328.78806785436
2004,264306.13508237427
2005,224683.38031338784
2006,229484.0465029191
2007,249448.64464799257
2008,223987.30369120918
2009,193686.87601199836
2010,189652.68442903695
2011,132206.2901791822
2012,177697.50511480705
2013,182498.63676060305
2014,182182.28525043163
2015,202621.05785101803
2016,195900.28820504402
2017,197504.27793732932
2018,122788.19369371087
2019,136160.87031758216
2020,103418.7148560111
2021,110732.99014930404
2022,175031.6753595875
2023,140130.8240795353
2024,250560.74860162823
2025,346355.3569907219
2026,172043.87851177345
2027,153511.0833699778
2028,149898.98802247207
2029,172607.52091312903
2030,272177.17977388436
2031,240872.03836761045
2032,258808.89049154942
2033,262580.8155478305
2034,167350.38294626673
2035,217924.5753100792
2036,182422.89513382688
2037,187515.02405646766
2038,309041.2480607468
2039,235865.10234141798
2040,321312.77357965417
2041,296875.6810521276
2042,203493.79372830145
2043,165963.5967714733
2044,168508.0463292181
2045,210220.59453562766
2046,142260.7462636141
2047,144862.53125187242
2048,139536.98465491246
2049,132418.31567413834
2050,179686.09449970277
2051,110489.23628414335
2052,126248.63690305979
2053,149583.7919843401
2054,89368.52714286203
2055,159747.90109371638
2056,143216.27093214123
2057,113314.84552035626
2058,221464.85405597696
2059,133546.30850941205
2060,171675.81015787664
2061,173108.6121766995
2062,134122.451995356
2063,114402.13727761903
2064,145496.77721155254
2065,122336.37502699706
2066,168101.31031665014
2067,117256.05612830163
2068,129609.77281706291
2069,86033.56766372139
2070,110660.95818119468
2071,101654.4183108136
2072,116554.98438911495
2073,141019.5048654504
2074,189079.75941582394
2075,146124.26577593337
2076,127356.33321775892
2077,151442.79235010373
2078,127730.79405079441
2079,133674.60074741032
2080,118190.91886607037
2081,130735.17418638876
2082,134280.30308485727
2083,142085.89716268296
2084,113307.24955490601
2085,121479.88478900897
2086,126775.07347162414
2087,116361.21972670875
2088,96445.74811573952
2089,76969.91852556358
2090,133774.97282026563
2091,123018.53402514485
2092,125218.27623242218
2093,118425.47525450017
2094,119700.01421185755
2095,146634.5486855026
2096,78945.75002538443
2097,100011.38655176556
2098,148380.7696696535
2099,58437.04126907613
2100,85554.06764836244
2101,119097.5975208717
2102,117180.32723747457
2103,103392.59580010395
2104,133213.7253603605
2105,129266.37933513564
2106,70945.91358116055
2107,205823.73835241314
2108,111546.76663253164
2109,111041.10647028561
2110,134045.7845842953
2111,145364.76888269128
2112,147077.6217270723
2113,121077.9660894686
2114,122950.6225269383
2115,164412.2583799501
2116,116509.56297187842
2117,148036.7921260536
2118,125691.27046643008
2119,110971.20176517862
2120,115710.49109438062
2121,87357.74352295218
2122,112523.32693802843
2123,86079.85151582072
2124,169746.895049642
2125,126622.20893449298
2126,151079.67399521323
2127,149457.27495039825
2128,129205.945027757
2129,96573.04063387604
2130,142964.52122021024
2131,147435.33247097488
2132,117458.28806871235
2133,124880.72003529567
2134,127315.88457080629
2135,97756.4681737678
2136,80918.81611487639
2137,111795.70285797286
2138,132041.338674583
2139,152170.69243694085
2140,143630.97533732338
2141,155169.88813397862
2142,125830.3461485313
2143,142142.30004537536
2144,121178.8755951834
2145,135996.7138300451
2146,167181.07070223955
2147,135128.33188229153
2148,136187.83660095715
2149,149562.82831665114
2150,218776.30851426604
2151,114349.85719873142
2152,168891.96465627436
2153,165915.4587950652
2154,108673.4135411306
2155,141473.11539972003
2156,262624.63337445457
2157,227700.88404651463
2158,229229.25617052426
2159,205521.2143394364
2160,166950.25468223594
2161,239200.42034461012
2162,409699.8991845362
2163,361823.5533467275
2164,265178.7525237461
2165,197000.61607882968
2166,151198.00799589287
2167,220122.82349649793
2168,203820.72170666858
2169,199424.82649629176
2170,221607.05489000987
2171,152809.455176581
2172,133361.9231865788
2173,164690.32132899595
2174,225496.57875063072
2175,298859.0602636625
2176,326444.51211856666
2177,242693.3126395201
2178,209519.03028313347
2179,141521.30173206958
2180,219683.3378891959
2181,188242.8966175754
2182,221870.97535399388
2183,192488.88034706083
2184,122193.08126658898
2185,101542.13781963364
2186,145425.53204284626
2187,154711.90792116933
2188,153119.77451527474
2189,239063.8276577654
2190,81469.45632504889
2191,82917.88326222813
2192,93702.27368653011
2193,110148.0739158016
2194,105235.28141373729
2195,114016.16066098136
2196,99341.64872334772
2197,119021.41310442946
2198,154763.8148381837
2199,175196.53510146748
2200,149712.1661962433
2201,145132.99315617356
2202,209909.38218601776
2203,148189.52995656893
2204,189424.15898227677
2205,115335.63686715945
2206,146382.80866797408
2207,231500.185885447
2208,255540.9677534348
2209,223664.19868299476
2210,123962.4035316542
2211,119625.83775484427
2212,116664.32572157342
2213,107649.30857688785
2214,133563.07536643554
2215,105724.9314799605
2216,149603.7148551793
2217,79171.76001016793
2218,74086.52726501781
2219,70824.27192763695
2220,70479.13960139507
2221,342151.8820378836
2222,262891.87366226106
2223,294502.4603053926
2224,213177.781054042
2225,120026.64369459225
2226,188037.1864431659
2227,198166.7404073291
2228,267025.95567778964
2229,250238.11776911607
2230,159793.9622138028
2231,213988.94246233284
2232,171663.5759451083
2233,172042.55808868454
2234,236088.5023229317
2235,218978.31313437992
2236,259147.07829405935
2237,351362.55535005534
2238,207424.29219636237
2239,109623.66667476893
2240,161128.8735375799
2241,157927.05903468156
2242,121321.3876125608
2243,125920.88500556393
2244,99798.64831657111
2245,99781.51296596648
2246,142258.24888892856
2247,112650.43875756481
2248,127571.6104877796
2249,123862.3641677013
2250,129904.57235305118
2251,121321.40982910819
2252,172260.95985947544
2253,155233.79044131338
2254,177615.41926946587
2255,189285.23253864745
2256,180522.97108942163
2257,212286.74829206124
2258,162756.14446119126
2259,177724.60754597237
2260,167980.06000741874
2261,185959.58220742462
2262,203479.89849068123
2263,371272.09645580966
2264,439451.8736083581
2265,166601.1624573077
2266,330784.531557734
2267,395666.7850437778
2268,427728.6390258983
2269,148029.67487872858
2270,192652.61993083154
2271,219602.66488730168
2272,200633.92024158625
2273,163404.3492913841
2274,179296.97555783472
2275,165770.3865786119
2276,195910.58273540644
2277,183504.1223309921
2278,144484.70147417256
2279,129768.87126941924
2280,129647.87356694692
2281,172460.9842724754
2282,185380.35784373403
2283,105653.61924067089
2284,115247.78485012616
2285,144791.20682355354
2286,121173.93545931192
2287,358532.10838359804
2288,271464.8996678464
2289,397083.57340498443
2290,464313.0362210594
2291,326906.28861637966
2292,444047.2090340999
2293,477756.3476083708
2294,431105.13442224415
2295,432160.36024814995
2296,286314.2809996477
2297,333038.434658402
2298,340962.1320070657
2299,379196.3381315808
2300,335423.51138211763
2301,286999.7533213841
2302,245708.98464582648
2303,240740.24061400938
2304,235587.56790808338
2305,190766.63254993613
2306,186813.31657211285
2307,191688.48130778893
2308,218507.39400448435
2309,280407.3199854337
2310,215863.9812205003
2311,191894.70047582424
2312,174476.85814310252
2313,174142.92676773906
2314,158354.7117722424
2315,176750.5049847584
2316,193594.37078863688
2317,180796.12606200328
2318,179083.10301759216
2319,173230.8171353526
2320,193686.65850632224
2321,257412.2332777392
2322,165603.31761970668
2323,188313.74722607006
2324,170242.9121605196
2325,208878.64479770855
2326,169437.1894349667
2327,208857.6943250777
2328,230337.70691239176
2329,189406.801883344
2330,180047.8051706303
2331,364984.2142074364
2332,395335.191777049
2333,325161.5469983119
2334,258268.69563662756
2335,273666.9260154048
2336,336518.3567790374
2337,216169.29743054498
2338,282891.91102530475
2339,209554.3065506376
2340,386920.9429347201
2341,225125.74808633688
2342,235069.7432308721
2343,225837.26455529087
2344,225302.15083106252
2345,233667.96663896623
2346,213777.56438277243
2347,207902.1155689138
2348,237385.3282353278
2349,186043.81040606793
2350,300724.52909931506
2351,262659.48983480805
2352,254356.70379520982
2353,255924.01665071456
2354,136566.92565873728
2355,141012.13735954388
2356,152346.21754061666
2357,196678.9097723255
2358,188951.0070305477
2359,129440.70560433372
2360,116434.24606984848
2361,144973.6046288317
2362,264529.59627058817
2363,132072.74356877914
2364,151991.6801178315
2365,222310.73430281001
2366,189033.05271403326
2367,227847.21967316416
2368,218521.43702655094
2369,222098.84027390456
2370,173228.3972414829
2371,172855.68311841026
2372,195455.27376400324
2373,285307.9902295008
2374,315758.994138823
2375,264287.95639469946
2376,278063.2555612392
2377,354755.16302884044
2378,144003.87311873137
2379,206656.29881011488
2380,146251.05040632715
2381,167785.98738942324
2382,202177.9860257324
2383,199741.65916627488
2384,244051.90231338362
2385,161596.1256898183
2386,136329.51592354107
2387,138499.9947501516
2388,95744.77988346327
2389,122750.35715482611
2390,151615.3004330719
2391,145152.57253552636
2392,118349.85568801736
2393,171076.74947341095
2394,148205.01979901802
2395,205561.9151034623
2396,148452.69190074634
2397,209665.5301878796
2398,135229.42757091942
2399,59337.76311522507
2400,62123.60138088351
2401,109227.2616466458
2402,134388.75984129228
2403,132722.1615871946
2404,148503.15990109582
2405,167482.55427275508
2406,144874.98717547485
2407,123844.79782135537
2408,143683.13236927518
2409,127534.38319155236
2410,162996.01492321183
2411,117950.0104434527
2412,157121.93593578791
2413,133022.1105214295
2414,143187.45336365938
2415,131800.47532857416
2416,129083.89742329028
2417,132442.0126015422
2418,128541.50452385895
2419,121598.72986191194
2420,130019.3516132322
2421,147470.4229199624
2422,111793.41244271409
2423,124916.07873517767
2424,159174.71071026937
2425,204267.48285943485
2426,126350.00131538634
2427,141961.56035911507
2428,172590.31699400404
2429,114866.99242116412
2430,135436.09142638076
2431,116446.74836049814
2432,147406.03351085336
2433,149105.61274882665
2434,145318.41644212033
2435,152725.83462811087
2436,110236.83239905519
2437,106298.74932320589
2438,124032.69667557723
2439,107765.26249325434
2440,120844.93067068946
2441,89656.77075459136
2442,97928.07795855137
2443,122785.37494301512
2444,125809.20856346076
2445,81178.3576393297
2446,136118.59528748892
2447,186772.5187427481
2448,137184.5495691758
2449,105188.67763644487
2450,145884.57009301832
2451,134450.03635981184
2452,208163.117120822
2453,91034.90933450614
2454,126306.67759801424
2455,116367.22184754605
2456,136100.98623818235
2457,132411.67540240462
2458,129174.94957907521
2459,110199.38286442224
2460,134659.91376252047
2461,118356.30203287845
2462,131841.41661254325
2463,124180.9062245299
2464,177931.4939987374
2465,142554.8989843566
2466,120218.63416802857
2467,138936.56789996204
2468,77163.87548921129
2469,74419.28454094051
2470,188330.018499234
2471,209069.56614937654
2472,169387.74415574342
2473,119960.94208123011
2474,76000.45871064549
2475,219978.91833360243
2476,111604.9129055015
2477,128055.62123271945
2478,148688.07358235813
2479,106765.73774201296
2480,161670.09398761287
2481,125923.46719787562
2482,129151.79756437079
2483,115656.20264446989
2484,121280.58829429693
2485,125325.74278104425
2486,160101.10646661022
2487,186504.2727462303
2488,161638.17818513812
2489,153654.50060376353
2490,153004.64737917262
2491,92662.71414281483
2492,179313.54530746935
2493,148199.44355102713
2494,147547.3578520131
2495,84992.90222110206
2496,240425.01668682124
2497,150195.34420992425
2498,112101.78528800204
2499,93250.06261114047
2500,129051.72774208209
2501,136303.91033463334
2502,146145.54793112996
2503,96409.54018112898
2504,170933.44698726604
2505,223472.04316365783
2506,261024.86234684862
2507,293098.4826449109
2508,262784.94924609084
2509,215964.20117216778
2510,214909.61540561754
2511,172257.39809907836
2512,211440.7067327288
2513,217042.4711118676
2514,268183.96116143675
2515,148208.2437900221
2516,174350.540340352
2517,143883.37219346233
2518,157999.1263134824
2519,233507.7307093809
2520,218291.22095514584
2521,188227.15178094825
2522,224773.7948361843
2523,127102.55155541928
2524,139537.80347247855
2525,148517.09696891578
2526,136635.24414093222
2527,119241.65054264321
2528,128984.29554165041
2529,129779.23931075484
2530,126179.05466814723
2531,251530.58433242782
2532,227249.46213576724
2533,197142.23101109828
2534,230355.28968101667
2535,312879.4816756067
2536,236906.40867623966
2537,239308.48119209596
2538,183396.44929520544
2539,184906.52099210612
2540,175113.33283333835
2541,179217.6301133909
2542,166183.04306799395
2543,135144.3298847115
2544,120850.42987997908
2545,132045.78324804455
2546,125803.08817515653
2547,140198.09353938018
2548,157544.55043903596
2549,159079.94075427597
2550,316450.6205168773
2551,141445.2227130167
2552,119911.30437080088
2553,75043.77340630772
2554,100742.41674075615
2555,118437.54575038904
2556,99180.94851386598
2557,106364.89410662671
2558,155499.07110762023
2559,137458.88013296615
2560,146564.27308031515
2561,143779.40618259713
2562,135418.10675441695
2563,145818.98630240798
2564,198210.2710459948
2565,149210.24435269527
2566,160430.94247351636
2567,130595.64272211201
2568,198464.30711827625
2569,208036.79414840895
2570,118683.17379561967
2571,189014.70310072802
2572,163443.5426116562
2573,222506.66114686243
2574,270464.342617558
2575,135565.48257474456
2576,120975.73957581849
2577,151176.51178887044
2578,85366.40318554587
2579,62308.08316714183
2580,114120.34244702039
2581,111581.55173589457
2582,108166.67018757969
2583,276705.4365264632
2584,166110.78000113
2585,190325.21317578267
2586,207694.59272560198
2587,199618.90626468143
2588,151357.02344612702
2589,152198.94709459893
2590,206340.58518291978
2591,211482.97553642897
2592,208680.2811486451
2593,263122.81785699935
2594,171374.8529260349
2595,204646.27514604022
2596,311936.36920084344
2597,183844.94169439698
2598,281830.1880805928
2599,330089.94629437407
2600,165423.07200551959
2601,146879.94427109632
2602,76226.83475822728
2603,90371.31061167968
2604,86269.8873271348
2605,73098.17482574626
2606,153660.70862547442
2607,196383.0453546096
2608,199334.77741667916
2609,167438.30736458965
2610,116481.49812031805
2611,120234.20519849297
2612,157276.13947004869
2613,135100.1759216641
2614,127357.02178637648
2615,155898.04605830193
2616,149037.64211980198
2617,177180.95973477833
2618,194540.70930128082
2619,198163.8250268256
2620,188720.7248049943
2621,179954.8260097351
2622,183233.90545847666
2623,253058.67933205815
2624,303297.3643637962
2625,307090.63588383957
2626,169932.962618051
2627,172053.70256508968
2628,477091.95291192085
2629,505423.32073057594
2630,372788.0092168856
2631,474336.27244114166
2632,458014.4284149867
2633,340096.15538976266
2634,434113.961644397
2635,156222.4185292518
2636,176413.2553471696
2637,181928.04866438085
2638,258785.15481097868
2639,188677.83963731807
2640,155504.83289343672
2641,107075.36248610506
2642,188122.12812426977
2643,101104.70509794218
2644,124300.8955013137
2645,108879.67980351383
2646,96143.96619018108
2647,106219.44426066536
2648,143994.28776973288
2649,150767.7885397182
2650,144453.91499006771
2651,140553.11868185294
2652,412869.5082005145
2653,242437.9904845196
2654,243692.28166376913
2655,401864.00975470035
2656,322626.9893711199
2657,345369.10207054263
2658,293739.17432819423
2659,305016.09626816184
2660,356187.3778391765
2661,374937.72770466306
2662,358076.1988812814
2663,285456.9405819787
2664,280781.0527336044
2665,319155.9637042404
2666,285718.34476247936
2667,163906.04623922065
2668,174342.4718602547
2669,175758.46085288757
2670,274763.22991284693
2671,178921.85990281383
2672,194146.74850773165
2673,210181.86196010275
2674,210527.03175689737
2675,175351.60651791314
2676,187296.61207174213
2677,197252.9384868985
2678,258543.1449426859
2679,276771.4404620332
2680,282923.6190826278
2681,420473.29890949966
2682,319218.40310488926
2683,529951.296865776
2684,317677.86092709063
2685,329636.2964205135
2686,255401.04017139744
2687,336162.03204770247
2688,211207.71492098324
2689,203311.98187977105
2690,460216.3572697329
2691,196105.92537884563
2692,129479.31461107367
2693,195742.17984565135
2694,129378.02690068883
2695,189723.43580287418
2696,184235.67546690148
2697,186987.87458096654
2698,187590.97256244754
2699,171843.42955767133
2700,153405.50634833556
2701,139445.06637362606
2702,104844.69729789876
2703,116051.3737962115
2704,138318.11046093394
2705,119327.78510331854
2706,113073.75505259197
2707,120424.76324372998
2708,136398.50345226738
2709,108931.4931544385
2710,129534.64875762633
2711,255302.4442193621
2712,383692.9632698634
2713,170807.17818494997
2714,149920.2646673592
2715,169253.07467491695
2716,145504.49346211058
2717,184614.28602844922
2718,233118.27559911436
2719,156024.73010120686
2720,171876.04731959687
2721,135522.2810913233
2722,162649.7959271812
2723,148080.7866955483
2724,135311.3780390636
2725,134568.94407004633
2726,148429.72410522547
2727,177464.70563610614
2728,174106.19793497294
2729,150714.7889717891
2730,145657.32663749103
2731,133738.05044425046
2732,129676.69274633635
2733,152595.52595663606
2734,149284.4556560805
