id,price
188733,17232.602
188734,9422.778
188735,8118.846
188736,7493.1035
188737,81523.2
188738,70135.99
188739,39557.246
188740,63843.41
188741,33710.46
188742,23133.844
188743,18440.953
188744,58653.37
188745,46179.59
188746,32003.29
188747,35879.637
188748,13382.995
188749,38771.727
188750,7812.63
188751,40468.45
188752,82837.58
188753,10089.864
188754,37447.26
188755,47742.96
188756,32542.008
188757,20714.393
188758,10092.039
188759,17764.96
188760,9578.014
188761,33440.918
188762,36781.395
188763,31662.04
188764,11777.8
188765,49858.81
188766,27885.137
188767,9390.054
188768,31922.756
188769,50009.48
188770,39641.69
188771,12502.669
188772,8681.755
188773,36204.867
188774,41877.117
188775,36671.766
188776,12730.722
188777,23128.373
188778,22727.951
188779,53145.234
188780,44380.375
188781,64198.44
188782,16169.027
188783,12580.04
188784,32789.574
188785,18993.645
188786,36013.164
188787,10234.154
188788,13366.21
188789,41939.664
188790,7865.9565
188791,7702.311
188792,54586.5
188793,16692.203
188794,11193.925
188795,36196.445
188796,18882.068
188797,64804.223
188798,17394.262
188799,16196.329
188800,53175.195
188801,37904.113
188802,27238.242
188803,61417.984
188804,8312.457
188805,12842.86
188806,60130.652
188807,39405.434
188808,50696.934
188809,38126.133
188810,17404.5
188811,47906.01
188812,17711.252
188813,11115.089
188814,38704.008
188815,14340.793
188816,31958.607
188817,25671.945
188818,31372.86
188819,36065.715
188820,36548.312
188821,29040.314
188822,16708.703
188823,39595.9
188824,9110.644
188825,16385.34
188826,9274.304
188827,32702.479
188828,23837.072
188829,9640.899
188830,31787.143
188831,53255.94
188832,10833.685
188833,26176.482
188834,24534.287
188835,21995.496
188836,25223.277
188837,47276.508
188838,13774.699
188839,13344.978
188840,25043.748
188841,48327.766
188842,11847.171
188843,48984.438
188844,35661.38
188845,23573.926
188846,34190.777
188847,45838.965
188848,9724.616
188849,25115.646
188850,59234.215
188851,65496.867
188852,61801.895
188853,14445.663
188854,18071.877
188855,42965.08
188856,52427.633
188857,64818.934
188858,41024.785
188859,35888.707
188860,7243.854
188861,26671.469
188862,78118.21
188863,19681.262
188864,26260.344
188865,16467.002
188866,38205.625
188867,14736.943
188868,78620.375
188869,25017.896
188870,8462.908
188871,8589.6
188872,32579.457
188873,31959.096
188874,35609.62
188875,15062.958
188876,25259.145
188877,39607.793
188878,59714.168
188879,65112.977
188880,42977.332
188881,10422.598
188882,33288.312
188883,31268.912
188884,65556.484
188885,38748.883
188886,44884.848
188887,85210.44
188888,69278.96
188889,27771.39
188890,14477.742
188891,27417.025
188892,20175.83
188893,74695.55
188894,12489.572
188895,21905.043
188896,30828.348
188897,15880.579
188898,11620.796
188899,121867.445
188900,9687.498
188901,10017.695
188902,68915.68
188903,54235.152
188904,22976.482
188905,20027.816
188906,49024.676
188907,59536.133
188908,24059.246
188909,30640.934
188910,23352.648
188911,39425.996
188912,31985.104
188913,58035.586
188914,41198.16
188915,49194.402
188916,8732.482
188917,43435.61
188918,11005.046
188919,13669.915
188920,18488.535
188921,34121.266
188922,36314.418
188923,49225.094
188924,42357.418
188925,50693.113
188926,36627.52
188927,7555.871
188928,44676.188
188929,19604.082
188930,12239.279
188931,37352.71
188932,27378.902
188933,68504.43
188934,36172.98
188935,34400.92
188936,31644.742
188937,29032.201
188938,22278.79
188939,46196.504
188940,11680.228
188941,58026.785
188942,59250.656
188943,38129.004
188944,36384.2
188945,15086.794
188946,31906.41
188947,36931.34
188948,54627.12
188949,97771.42
188950,22372.28
188951,28537.54
188952,7946.725
188953,10954.146
188954,19807.117
188955,49607.48
188956,25726.576
188957,36401.97
188958,25888.102
188959,8958.855
188960,38741.86
188961,48206.29
188962,11764.07
188963,53667.797
188964,37770.133
188965,7381.149
188966,43994.664
188967,39659.918
188968,27404.922
188969,29176.645
188970,33409.867
188971,32147.09
188972,69109.305
188973,55432.684
188974,32525.191
188975,20202.787
188976,12003.97
188977,25193.082
188978,9641.451
188979,36738.277
188980,17047.744
188981,16126.278
188982,29140.188
188983,57535.094
188984,16504.625
188985,12113.415
188986,20043.77
188987,37667.4
188988,19659.295
188989,41418.613
188990,43861.652
188991,47441.86
188992,27691.863
188993,26209.006
188994,33413.598
188995,27102.129
188996,19429.127
188997,65626.54
188998,46200.51
188999,8424.667
189000,12308.657
189001,25083.762
189002,34238.06
189003,27212.979
189004,39521.312
189005,37998.758
189006,47907.84
189007,33035.562
189008,26883.143
189009,13834.812
189010,35177.508
189011,29949.383
189012,45509.363
189013,28983.955
189014,27069.299
189015,23813.555
189016,52804.42
189017,9325.282
189018,19435.502
189019,12165.999
189020,17650.162
189021,39742.91
189022,41069.293
189023,45667.836
189024,22621.668
189025,52354.336
189026,15732.986
189027,11878.09
189028,54251.086
189029,12561.027
189030,16204.78
189031,31073.129
189032,41244.035
189033,7827.687
189034,74002.88
189035,73653.24
189036,66747.61
189037,27508.088
189038,46664.58
189039,29119.547
189040,12198.762
189041,12915.561
189042,22519.08
189043,50604.96
189044,32390.355
189045,43843.543
189046,10686.005
189047,14997.752
189048,12065.487
189049,53108.754
189050,36358.81
189051,12497.996
189052,38621.23
189053,32357.598
189054,36032.16
189055,28916.588
189056,9762.612
189057,18177.594
189058,8582.279
189059,65115.895
189060,14399.929
189061,21053.182
189062,25372.664
189063,25579.494
189064,9150.324
189065,31886.791
189066,19750.115
189067,52739.7
189068,20680.7
189069,24622.844
189070,49596.082
189071,20847.232
189072,72616.266
189073,42922.938
189074,25698.45
189075,32291.967
189076,22157.06
189077,39304.848
189078,48488.605
189079,24905.512
189080,67627.86
189081,30773.682
189082,17475.57
189083,20298.982
189084,23161.703
189085,57998.68
189086,9971.105
189087,64209.832
189088,44149.168
189089,41608.727
189090,13782.242
189091,46970.062
189092,6898.2847
189093,56920.08
189094,40721.41
189095,21291.602
189096,11327.496
189097,68031.18
189098,13272.72
189099,11305.868
189100,10705.722
189101,36047.11
189102,143211.73
189103,37095.09
189104,9044.625
189105,39837.17
189106,44109.566
189107,21483.473
189108,28218.44
189109,42266.508
189110,10339.517
189111,8235.405
189112,19201.14
189113,82248.29
189114,11742.662
189115,21301.715
189116,15851.83
189117,18659.682
189118,31571.582
189119,20901.24
189120,64502.344
189121,43455.29
189122,9164.341
189123,17248.352
189124,33078.47
189125,50138.035
189126,14871.094
189127,32981.133
189128,18616.613
189129,11082.721
189130,65875.92
189131,48152.39
189132,19179.8
189133,63072.477
189134,22112.436
189135,50258.625
189136,63757.74
189137,19590.607
189138,8736.206
189139,8148.687
189140,9442.93
189141,7996.7188
189142,9416.06
189143,7392.8506
189144,11962.965
189145,72879.9
189146,31884.115
189147,24207.719
189148,29929.225
189149,32241.162
189150,38470.332
189151,27939.146
189152,39702.793
189153,31027.084
189154,12452.417
189155,9842.016
189156,61105.305
189157,9170.627
189158,11872.744
189159,29832.707
189160,33698.57
189161,9163.93
189162,10909.858
189163,32458.447
189164,15141.538
189165,22453.91
189166,93471.63
189167,19406.33
189168,20105.55
189169,36808.59
189170,53562.875
189171,8680.721
189172,49556.6
189173,13230.712
189174,34181.78
189175,8753.395
189176,35948.72
189177,48520.57
189178,44184.547
189179,9968.985
189180,60697.582
189181,10906.207
189182,14365.0625
189183,41176.047
189184,57676.34
189185,14567.768
189186,67945.92
189187,65061.582
189188,42643.613
189189,11086.1455
189190,37321.695
189191,14331.045
189192,51768.082
189193,36548.867
189194,34676.65
189195,10788.34
189196,11723.293
189197,14954.434
189198,24930.938
189199,13920.108
189200,23944.111
189201,26132.209
189202,14735.707
189203,25651.633
189204,14999.512
189205,31996.27
189206,37555.45
189207,64359.664
189208,20588.994
189209,29957.725
189210,49145.26
189211,9692.95
189212,12524.257
189213,37591.785
189214,75741.414
189215,13777.708
189216,51957.066
189217,38389.484
189218,62270.16
189219,15300.208
189220,39533.375
189221,29193.01
189222,46192.008
189223,40588.695
189224,18332.832
189225,24841.346
189226,41057.43
189227,47624.043
189228,13470.413
189229,54447.32
189230,21539.293
189231,50325.344
189232,43571.316
189233,25761.12
189234,45571.08
189235,41550.0
189236,53831.26
189237,20368.172
189238,35650.5
189239,12024.846
189240,30409.994
189241,10168.825
189242,9808.938
189243,42927.523
189244,22710.727
189245,31406.895
189246,13771.508
189247,28544.1
189248,42810.23
189249,21276.236
189250,17535.838
189251,38608.49
189252,17162.979
189253,74092.36
189254,23640.588
189255,29393.34
189256,31289.97
189257,33546.836
189258,13021.651
189259,32143.594
189260,23672.738
189261,70292.75
189262,25904.402
189263,37536.973
189264,53898.145
189265,49421.527
189266,39146.273
189267,52261.35
189268,58034.367
189269,17796.23
189270,41323.016
189271,48356.625
189272,36164.94
189273,48611.766
189274,103866.83
189275,49325.473
189276,45693.188
189277,19336.793
189278,25583.008
189279,53877.28
189280,42754.945
189281,18452.107
189282,57467.37
189283,80308.0
189284,38608.12
189285,22559.146
189286,13157.204
189287,42059.027
189288,48704.062
189289,16033.074
189290,33026.395
189291,38739.2
189292,10498.475
189293,33860.574
189294,36983.785
189295,14480.256
189296,13199.709
189297,36444.938
189298,43466.023
189299,38534.113
189300,189764.17
189301,11694.685
189302,42479.426
189303,18140.1
189304,59619.086
189305,38902.543
189306,34512.152
189307,57712.047
189308,38529.96
189309,37983.18
189310,39625.89
189311,33518.504
189312,34638.54
189313,67786.38
189314,40886.754
189315,36071.285
189316,65459.65
189317,36458.53
189318,9860.655
189319,13329.79
189320,35572.895
189321,54729.117
189322,16183.3125
189323,10391.453
189324,38042.812
189325,25979.215
189326,7326.6216
189327,15014.195
189328,58099.824
189329,13880.181
189330,48440.77
189331,52483.46
189332,45396.875
189333,17493.645
189334,12116.13
189335,25936.686
189336,6006.225
189337,13250.335
189338,36458.633
189339,48380.61
189340,19548.56
189341,80654.77
189342,34427.77
189343,53727.918
189344,27601.797
189345,19353.914
189346,12349.197
189347,55747.38
189348,67120.45
189349,37447.26
189350,19198.521
189351,51422.613
189352,56116.926
189353,8649.211
189354,68490.06
189355,24627.422
189356,27437.139
189357,12812.741
189358,82997.87
189359,25942.797
189360,56461.613
189361,9352.045
189362,20442.764
189363,50497.55
189364,18557.977
189365,62680.08
189366,13056.059
189367,27949.594
189368,53959.09
189369,38192.184
189370,9602.626
189371,39137.99
189372,10393.653
189373,84145.69
189374,27029.21
189375,36828.15
189376,11803.943
189377,11603.199
189378,30718.615
189379,43860.105
189380,18949.139
189381,27119.012
189382,58818.5
189383,35688.938
189384,15005.148
189385,51717.996
189386,28416.795
189387,8621.722
189388,39091.547
189389,67453.82
189390,57468.523
189391,31079.709
189392,12620.428
189393,12276.091
189394,9085.291
189395,11109.218
189396,20694.963
189397,69523.586
189398,15679.945
189399,23054.469
189400,31553.041
189401,34361.87
189402,59533.18
189403,31697.084
189404,38127.77
189405,82697.0
189406,29362.156
189407,36369.28
189408,42794.227
189409,26771.21
189410,58213.746
189411,48268.9
189412,35489.473
189413,62664.06
189414,111856.27
189415,30411.938
189416,24865.758
189417,15248.046
189418,43371.285
189419,20556.309
189420,32965.566
189421,60341.36
189422,62721.336
189423,48543.016
189424,63813.4
189425,42848.336
189426,10545.778
189427,41368.594
189428,10854.513
189429,14905.369
189430,23209.818
189431,33290.695
189432,22217.408
189433,64976.01
189434,31630.139
189435,14427.008
189436,18438.51
189437,10517.054
189438,18234.352
189439,10889.589
189440,37441.8
189441,63953.465
189442,55665.51
189443,80437.38
189444,17921.496
189445,55129.754
189446,80373.51
189447,12807.659
189448,110105.516
189449,8055.442
189450,34683.793
189451,24693.484
189452,17666.834
189453,29857.328
189454,36476.895
189455,20209.531
189456,61134.855
189457,8663.022
189458,77186.76
189459,23951.99
189460,28251.693
189461,53290.387
189462,53014.023
189463,24829.29
189464,27060.885
189465,43092.164
189466,14421.271
189467,29927.398
189468,15261.008
189469,12786.046
189470,66494.93
189471,55947.316
189472,34098.69
189473,9742.727
189474,34944.055
189475,27168.377
189476,44806.625
189477,34939.426
189478,46839.535
189479,41115.89
189480,10496.873
189481,45779.902
189482,15459.038
189483,79746.37
189484,24449.547
189485,11205.61
189486,39950.926
189487,11050.12
189488,12872.216
189489,155023.45
189490,43123.53
189491,42831.996
189492,33440.184
189493,19653.408
189494,79726.9
189495,12095.811
189496,35857.746
189497,48380.242
189498,20169.059
189499,60529.023
189500,15360.766
189501,12387.237
189502,12199.635
189503,34805.598
189504,22329.691
189505,36577.637
189506,36171.426
189507,37337.61
189508,37359.55
189509,46480.035
189510,19269.178
189511,16985.492
189512,39502.473
189513,47038.56
189514,10077.189
189515,34122.438
189516,9559.973
189517,8293.801
189518,30187.705
189519,17490.275
189520,41480.08
189521,38647.133
189522,36646.805
189523,40455.562
189524,13119.827
189525,71074.414
189526,13800.419
189527,39168.605
189528,34703.082
189529,60388.566
189530,31366.516
189531,9620.656
189532,10174.6455
189533,57165.805
189534,82373.1
189535,56056.535
189536,45136.09
189537,42613.57
189538,37238.96
189539,33808.82
189540,22659.734
189541,12972.901
189542,41111.54
189543,25898.127
189544,42687.312
189545,8401.463
189546,34389.016
189547,56869.996
189548,50400.363
189549,34589.125
189550,33009.01
189551,18037.545
189552,35636.086
189553,71533.76
189554,33222.25
189555,81934.27
189556,22559.643
189557,16369.736
189558,108664.59
189559,115562.05
189560,74534.516
189561,14139.48
189562,41526.902
189563,27333.926
189564,13240.444
189565,44563.42
189566,50645.902
189567,54999.47
189568,9555.543
189569,34744.277
189570,15703.65
189571,23670.639
189572,14739.206
189573,56147.652
189574,19566.578
189575,53450.766
189576,56772.727
189577,46223.83
189578,42729.875
189579,75278.74
189580,33718.69
189581,17840.734
189582,90120.055
189583,42922.61
189584,47095.383
189585,101337.65
189586,47307.492
189587,8346.694
189588,54097.746
189589,30305.105
189590,52133.617
189591,37198.18
189592,38190.07
189593,56409.19
189594,38904.324
189595,17085.406
189596,42654.96
189597,25833.229
189598,9825.359
189599,50548.43
189600,43591.723
189601,66742.26
189602,41523.34
189603,65607.14
189604,25632.78
189605,55017.934
189606,62029.938
189607,51928.832
189608,23398.615
189609,90509.195
189610,66154.88
189611,59659.75
189612,48015.098
189613,25517.363
189614,11972.884
189615,46350.074
189616,59777.473
189617,70988.11
189618,9966.638
189619,53403.074
189620,9128.168
189621,16572.92
189622,40956.61
189623,18543.451
189624,26869.992
189625,37336.86
189626,45232.957
189627,23793.691
189628,54998.05
189629,26602.627
189630,11353.755
189631,39316.168
189632,40826.36
189633,47437.336
189634,33280.887
189635,43280.094
189636,9386.392
189637,10539.323
189638,14290.92
189639,45889.44
189640,90281.26
189641,17598.562
189642,40974.934
189643,16787.22
189644,9251.451
189645,50025.605
189646,35924.523
189647,45745.47
189648,15998.952
189649,31691.855
189650,50320.16
189651,46490.055
189652,14359.419
189653,54952.125
189654,36363.35
189655,84408.914
189656,34190.973
189657,13394.525
189658,31029.777
189659,34690.906
189660,13875.006
189661,48925.938
189662,15228.616
189663,59911.992
189664,55533.113
189665,33939.07
189666,20592.273
189667,28397.615
189668,43827.242
189669,25402.688
189670,33110.66
189671,15351.086
189672,67786.38
189673,45123.996
189674,19358.752
189675,21647.613
189676,10045.018
189677,53360.414
189678,22159.28
189679,35883.676
189680,68588.17
189681,28737.947
189682,24274.113
189683,26720.91
189684,15376.697
189685,70522.79
189686,9721.76
189687,8688.7705
189688,8296.048
189689,26937.19
189690,33994.918
189691,32077.816
189692,10695.068
189693,39832.535
189694,17758.576
189695,56738.03
189696,55369.812
189697,16731.967
189698,13354.055
189699,10502.94
189700,10107.759
189701,14447.15
189702,66057.484
189703,8759.908
189704,57485.348
189705,45917.633
189706,29235.191
189707,33721.363
189708,18505.31
189709,9331.012
189710,12596.247
189711,20640.031
189712,12348.997
189713,11834.196
189714,26743.906
189715,8867.724
189716,40795.26
189717,43108.73
189718,9219.664
189719,7640.0903
189720,43778.574
189721,14985.385
189722,19076.516
189723,28109.873
189724,8488.556
189725,26842.895
189726,49513.71
189727,14759.025
189728,53450.766
189729,18389.566
189730,51211.78
189731,22505.469
189732,57151.906
189733,53755.234
189734,11928.526
189735,37382.36
189736,11857.141
189737,17404.865
189738,54018.816
189739,83133.41
189740,28202.996
189741,87717.16
189742,24776.637
189743,14332.672
189744,51624.17
189745,35800.613
189746,17007.666
189747,28027.56
189748,43288.68
189749,16933.59
189750,7589.38
189751,35276.08
189752,11197.684
189753,35849.164
189754,50854.066
189755,71127.234
189756,9257.902
189757,69988.59
189758,7417.172
189759,78109.195
189760,47164.062
189761,11877.716
189762,66697.4
189763,15476.399
189764,56141.816
189765,28229.527
189766,65243.387
189767,12299.211
189768,13447.963
189769,9478.776
189770,48078.7
189771,11930.528
189772,11589.0
189773,41031.945
189774,34335.043
189775,20083.99
189776,116559.195
189777,10861.326
189778,17771.959
189779,36475.258
189780,7792.2266
189781,8605.94
189782,40557.7
189783,59159.47
189784,57352.887
189785,50357.316
189786,45451.113
189787,74370.43
189788,32045.283
189789,16150.242
189790,24122.473
189791,27378.693
189792,8951.613
189793,37777.156
189794,67769.12
189795,53518.656
189796,68229.35
189797,28062.275
189798,27105.438
189799,36000.08
189800,28118.8
189801,49488.973
189802,44259.996
189803,11245.971
189804,12356.607
189805,38464.133
189806,31286.332
189807,9895.944
189808,15803.95
189809,40364.69
189810,8962.65
189811,52900.188
189812,48704.297
189813,61587.613
189814,44890.37
189815,10198.33
189816,19891.602
189817,59841.47
189818,29372.295
189819,37043.23
189820,32286.361
189821,42053.934
189822,30600.432
189823,15815.876
189824,76093.06
189825,52397.344
189826,17532.377
189827,23975.094
189828,28533.021
189829,19337.79
189830,9973.179
189831,36546.395
189832,48670.863
189833,37380.47
189834,9684.911
189835,12353.309
189836,49009.902
189837,31238.51
189838,23911.273
189839,36426.695
189840,64785.375
189841,37514.176
189842,23724.13
189843,22050.88
189844,24883.455
189845,38264.402
189846,21193.713
189847,61096.797
189848,35357.92
189849,14949.258
189850,31442.498
189851,75445.195
189852,10038.773
189853,33016.477
189854,48066.32
189855,10179.071
189856,22792.244
189857,15020.268
189858,32675.48
189859,40127.566
189860,11278.858
189861,18762.645
189862,19383.635
189863,21480.05
189864,67495.836
189865,35742.586
189866,14224.851
189867,57277.293
189868,28130.951
189869,33994.562
189870,39792.023
189871,42220.055
189872,13187.29
189873,32186.877
189874,41382.645
189875,26353.748
189876,42379.805
189877,40190.992
189878,57019.56
189879,47561.363
189880,10768.348
189881,68397.05
189882,55032.1
189883,28063.908
189884,33708.79
189885,32497.225
189886,52905.285
189887,40738.5
189888,87292.48
189889,21412.639
189890,20372.816
189891,18395.672
189892,37658.883
189893,19738.799
189894,26677.701
189895,36021.613
189896,16362.197
189897,28044.807
189898,47442.945
189899,20236.107
189900,19854.965
189901,39095.2
189902,15128.346
189903,50627.215
189904,148195.53
189905,28853.615
189906,40754.9
189907,45555.74
189908,12188.889
189909,48531.54
189910,14615.832
189911,86274.17
189912,82553.43
189913,13389.519
189914,36535.87
189915,53356.65
189916,44151.316
189917,54051.54
189918,19879.54
189919,55915.58
189920,55362.312
189921,56357.73
189922,21449.836
189923,53972.113
189924,20233.04
189925,44071.805
189926,59959.605
189927,14549.065
189928,69770.94
189929,56658.6
189930,12225.117
189931,27218.482
189932,26136.695
189933,18963.744
189934,19260.93
189935,7420.306
189936,33416.496
189937,9141.968
189938,9964.147
189939,9624.07
189940,27827.436
189941,46132.887
189942,48599.25
189943,37243.188
189944,59266.367
189945,13858.607
189946,18730.75
189947,9847.799
189948,39380.863
189949,13579.157
189950,13357.315
189951,29141.105
189952,71078.34
189953,39443.52
189954,10479.599
189955,10466.824
189956,7737.9307
189957,37750.0
189958,30976.88
189959,69558.336
189960,36898.848
189961,69379.92
189962,54934.258
189963,26496.486
189964,50843.06
189965,11542.607
189966,11967.222
189967,41981.28
189968,31048.455
189969,23987.33
189970,8114.442
189971,45547.57
189972,69991.4
189973,49394.81
189974,43048.79
189975,54364.15
189976,13280.899
189977,37437.586
189978,8355.917
189979,44086.184
189980,76822.8
189981,34147.504
189982,29129.908
189983,17698.943
189984,46948.613
189985,48379.87
189986,52510.297
189987,20629.66
189988,9139.823
189989,86932.42
189990,55778.594
189991,52602.62
189992,24266.406
189993,82605.8
189994,29480.957
189995,33059.355
189996,56630.242
189997,12984.97
189998,34736.656
189999,9835.719
190000,49691.574
190001,55918.35
190002,22322.494
190003,36462.355
190004,22117.393
190005,39482.246
190006,74284.516
190007,35684.38
190008,73448.49
190009,35323.51
190010,27014.367
190011,37565.55
190012,41641.555
190013,58915.906
190014,28118.318
190015,29748.242
190016,9320.952
190017,22860.99
190018,34676.453
190019,68030.664
190020,19360.062
190021,42144.348
190022,55286.39
190023,28606.668
190024,73108.3
190025,32938.855
190026,29038.238
190027,10766.058
190028,21363.99
190029,45369.824
190030,27880.51
190031,52646.133
190032,41810.992
190033,26139.162
190034,8327.724
190035,37694.203
190036,13716.862
190037,27150.791
190038,55459.12
190039,24190.895
190040,12690.997
190041,39383.945
190042,69900.21
190043,79987.36
190044,10844.756
190045,20826.527
190046,13089.583
190047,28045.287
190048,10638.083
190049,55470.973
190050,77052.68
190051,19555.459
190052,27202.264
190053,32998.88
190054,13485.361
190055,13500.417
190056,7762.551
190057,16678.549
190058,58221.684
190059,13799.037
190060,33379.42
190061,48289.156
190062,60556.85
190063,36480.72
190064,63791.86
190065,22701.111
190066,81504.7
190067,39671.113
190068,55616.375
190069,51087.734
190070,55440.35
190071,10107.643
190072,30581.76
190073,9469.163
190074,23730.105
190075,41593.41
190076,17121.34
190077,38823.34
190078,8908.708
190079,25345.215
190080,40243.766
190081,45962.06
190082,45430.18
190083,51196.69
190084,10548.263
190085,47121.62
190086,28826.084
190087,42283.68
190088,13321.009
190089,16818.324
190090,14158.763
190091,11044.705
190092,9240.887
190093,65837.984
190094,41789.547
190095,8584.596
190096,14192.749
190097,35783.24
190098,46036.99
190099,14902.811
190100,29242.803
190101,38913.9
190102,11611.025
190103,30052.984
190104,27328.06
190105,35689.992
190106,28870.021
190107,9135.396
190108,59762.594
190109,92214.79
190110,64931.72
190111,10791.993
190112,40096.85
190113,55630.113
190114,47218.203
190115,12180.418
190116,27735.658
190117,57041.312
190118,23834.617
190119,31981.475
190120,12741.884
190121,11863.769
190122,40736.246
190123,40000.906
190124,31967.387
190125,102249.59
190126,19912.309
190127,24850.586
190128,83774.41
190129,11017.259
190130,58402.754
190131,49309.62
190132,8858.562
190133,39928.418
190134,51757.766
190135,24275.225
190136,10766.725
190137,50475.883
190138,35920.14
190139,20257.752
190140,28931.678
190141,21467.805
190142,17333.273
190143,25269.77
190144,36822.074
190145,56777.87
190146,95894.336
190147,61643.965
190148,10573.018
190149,22528.918
190150,38335.812
190151,48688.273
190152,27971.832
190153,9002.596
190154,32724.848
190155,32429.361
190156,23332.812
190157,70464.5
190158,39266.707
190159,12803.825
190160,43937.977
190161,36408.355
190162,19221.697
190163,15495.629
190164,13307.347
190165,28943.875
190166,52018.05
190167,9467.258
190168,41059.31
190169,68800.1
190170,42180.215
190171,41931.867
190172,40884.57
190173,15348.1
190174,35321.992
190175,70563.76
190176,48720.742
190177,10665.398
190178,60790.56
190179,79390.17
190180,13931.702
190181,81188.34
190182,7269.959
190183,20217.164
190184,33428.45
190185,27570.938
190186,10873.753
190187,44333.332
190188,36763.16
190189,36518.836
190190,42138.76
190191,12991.398
190192,46329.523
190193,44280.77
190194,78911.305
190195,62985.258
190196,14108.715
190197,54860.227
190198,101899.34
190199,54332.375
190200,55814.832
190201,12567.138
190202,66682.71
190203,46726.21
190204,13027.825
190205,9692.886
190206,29201.03
190207,68235.664
190208,23224.941
190209,25000.51
190210,50064.5
190211,61524.33
190212,64261.656
190213,30003.9
190214,20243.326
190215,68046.37
190216,47474.266
190217,36018.176
190218,53471.977
190219,43348.79
190220,28949.756
190221,27307.506
190222,69013.67
190223,25194.596
190224,35037.523
190225,38417.426
190226,27525.67
190227,10407.58
190228,10382.914
190229,49415.918
190230,17517.92
190231,8615.303
190232,36773.75
190233,26508.846
190234,61653.84
190235,9290.052
190236,57942.457
190237,48857.49
190238,63235.875
190239,119473.39
190240,41526.07
190241,29524.904
190242,40313.293
190243,34550.35
190244,49300.83
190245,46026.715
190246,57826.53
190247,61226.168
190248,47018.51
190249,43620.957
190250,25080.676
190251,8680.721
190252,24135.244
190253,49837.703
190254,47541.32
190255,8854.11
190256,27339.453
190257,16748.762
190258,35726.6
190259,15537.002
190260,28075.018
190261,38329.523
190262,8338.094
190263,13208.637
190264,19000.385
190265,71177.45
190266,39576.53
190267,23756.848
190268,12211.577
190269,52858.785
190270,42165.01
190271,34411.027
190272,22826.242
190273,7702.355
190274,48888.81
190275,47242.797
190276,15777.28
190277,76839.875
190278,40217.215
